Response Model,Method,Average Time,Time Std,ADT (min),SDDT (min),TDT (min),APDT (%),SR (%)
Bounded,Naive,6.600202210850496,3.215671878224493,0.008903111111111037,0.12166344613634153,26.709333333333113,0.4680504158533025,0.5333333333333333
Perfect,Naive,6.732291635329832,3.1880548474529364,0.1409925355904477,0.1762226777040626,422.97760677134306,3.189977787817389,96.03333333333333
Bounded,Random,6.597888870797514,3.218730035265419,0.0065897710581292405,0.09220576066096192,19.769313174387722,0.3207156391793172,0.5666666666666667
Perfect,Random,6.761147769076683,3.168440554456938,0.16984866933729767,0.2951090655699115,509.54600801189304,4.169860319772109,94.93333333333334
Bounded,WGAN,6.604656340720627,3.217612380330196,0.013357240981241442,0.13619421931295284,40.071722943724325,0.5956561517761395,7.066666666666667
Perfect,WGAN,6.718120948461146,3.204408183756281,0.12682184872176092,0.16460757871863319,380.4655461652827,2.6285698518507226,92.06666666666666
