Response Model,Method,Average Time,Time Std,ADT (min),SDDT (min),TDT (min),APDT (%),SR (%)
Bounded,Naive,15.918993333333331,11.924149925813952,0.19016,1.0819760199437571,570.48,2.9498214260432287,3.3000000000000003
Perfect,Naive,16.53164,12.105277005383506,0.8028066666666667,0.9697321911859078,2408.42,6.121293013869925,79.76666666666667
Bounded,Random,15.937183333333333,11.892401903444718,0.20834999999999998,0.9306629415816089,625.05,3.369513576512073,5.966666666666667
Perfect,Random,16.825193333333335,12.025771413757854,1.09636,1.5529584509573977,3289.08,9.311215142454298,80.36666666666666
Bounded,WGAN,16.076796666666667,11.956147527749991,0.3479633333333333,1.378684693946452,1043.8899999999999,4.806229166454502,11.433333333333334
Perfect,WGAN,16.503093333333332,12.104718307253398,0.77426,1.0195430605913611,2322.7799999999997,6.2350400343460715,74.13333333333333
