Response Model,Method,Average Time,Time Std,ADT (min),SDDT (min),TDT (min),APDT (%),SR (%)
Bounded,Naive,12.560523789283097,4.852638588287271,0.016797660884269514,0.28178514960855217,50.39298265280854,0.3627821426661889,0.4333333333333333
Perfect,Naive,13.04330690708277,4.765681879890539,0.4995807786839443,0.4832145094115045,1498.7423360518328,5.090341363574838,96.39999999999999
Bounded,Random,12.565543001650106,4.839100303981392,0.021816873251279106,0.24451108697677335,65.45061975383732,0.5395952848289732,0.9666666666666667
Perfect,Random,13.076434724881612,4.714720361548458,0.5327085964827857,0.5572120327337244,1598.1257894483572,5.887099576040939,96.66666666666667
Bounded,WGAN,12.569725621610017,4.835805601902632,0.025999493211190695,0.3117514038648296,77.99847963357209,0.7022821199757233,0.8999999999999999
Perfect,WGAN,13.000047403870004,4.806713395725041,0.45632127547118007,0.47070150331843824,1368.9638264135401,4.5634327385972,90.4
